gene_symbol,Ahcy
gene_accession_id,MGI:87968
analysis_id,93s8ay0396h4e0x
pvalue,0.1635247
parameter_name,Mean corpuscular hemoglobin
parameter_id,IMPC_HEM_006_001
mouse_life_stage,E9.5
mouse_strain,C57BL
