parameter_id,IMPC_OFD_017_001
analysis_id,ofgh43729tu4qz9
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_symbol,Nucks1
gene_accession_id,MGI:1934811
parameter_name,Center average speed
pvalue,0.9644054
