gene_symbol,Lpgat1
pvalue,0.1338042
mouse_strain,C57BL
parameter_id,MGP_PBI_030_001
analysis_id,421011759f3h043
gene_accession_id,MGI:2446186
mouse_life_stage,Early adult
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
