gene_symbol,Sass6
mouse_strain,C57BL
pvalue,0.8297031
mouse_life_stage,E9.5
parameter_id,MGP_MLN_014_001
gene_accession_id,MGI:1920026
parameter_name,Resting CD8+ T cells - % of CD8+
analysis_id,0l13776shn1067w
