gene_symbol,Col6a3
mouse_life_stage,Early adult
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
parameter_id,MGP_PBI_010_001
gene_accession_id,MGI:88461
pvalue,0.8171956
analysis_id,257568314j25583
mouse_strain,C57BL
