gene_symbol,Snrpb2
mouse_life_stage,Early adult
analysis_id,877w4d611l197ed
parameter_id,HMGULA_HWT_008_001
gene_accession_id,MGI:104805
pvalue,0.4963866
parameter_name,Heart weight
mouse_strain,C57BL
