gene_symbol,Tbl1xr1
Pvalue,0.4297899
Parameter_name,Effector CD8+ T cells - % of CD8+
Gene_accession_id,MGI:2441730
Analysis_id,366c2r6y894yz5x
Parameter_id,MGP_IMM_014_001
Mouse_life_stage,Early adult
Mouse_strain,C57BL
