gene_symbol,Col6a3
parameter_name,KLRG1+ gd T cells - % of CD45+
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_089_001
gene_accession_id,MGI:88461
analysis_id,xuxo26si89q12qj
pvalue,0.992879
