gene_symbol,Ahcy
mouse_life_stage,E12.5
parameter_id,TCPLA_XRY_033_001
analysis_id,k0515070us1073c
parameter_name,Tibia length
mouse_strain,C57BL
pvalue,0.3832546
gene_accession_id,MGI:87968
