pvalue,0.833244
parameter_id,IMPC_XRY_022_001
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
analysis_id,1t5g821b88zz4ev
gene_symbol,Mapkap1
parameter_name,Radius
mouse_strain,C57BL
