parameter_id,IMPC_IMM_055_001
parameter_name,NK Subsets (Q2)
pvalue,0.3060784
mouse_life_stage,Early adult
gene_symbol,Zyg11b
mouse_strain,C57BL
gene_accession_id,MGI:2685277
analysis_id,62t862660sgd5n7
