gene_symbol,Ints7
mouse_strain,C57BL
parameter_name,Large Unstained Cell (LUC) count
analysis_id,g73p32cglrf7359
pvalue,0.3090091
gene_accession_id,MGI:1924315
mouse_life_stage,E9.5
parameter_id,IMPC_HEM_039_001
