parameter_id,IMPC_OFD_011_001
mouse_life_stage,Early adult
parameter_name,Periphery resting time
analysis_id,tzc07tzm53c4uo7
gene_accession_id,MGI:95576
pvalue,0.6781195
mouse_strain,C57BL
gene_symbol,Fpgs
