parameter_id,MGP_MLN_065_001
gene_accession_id,MGI:95576
mouse_life_stage,Early adult
parameter_name,CD4+ T helper cells - % of CD45+
pvalue,0.3101818
mouse_strain,C50BL
analysis_id,5d52g9ryv0cj82c
gene_symbol,Fpgs
