mouse_strain,C57BL
analysis_id,kp679y24y4844b1
gene_accession_id,MGI:2684980
gene_symbol,Mms22l
mouse_life_stage,Early adult
pvalue,0.2309942
parameter_name,Pericardium Morphology
parameter_id,IMPC_GEL_006_001
