parameter_name,Heart weight
gene_symbol,Bcs1l
analysis_id,a0ro4t53r1e1qug
pvalue,0.7995881
gene_accession_id,MGI:1914071
parameter_id,IMPC_HWT_008_001
mouse_strain,C57BL
mouse_life_stage,E9.5
