parameter_id,IMPC_DXA_003_001
pvalue,0.2152558
analysis_id,u57sy5fal25884t
mouse_strain,C57BL
gene_accession_id,MGI:1924360
gene_symbol,Gpbp1l1
parameter_name,Lean mass
mouse_life_stage,Early adult
