parameter_id,IMPC_EYE_024_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Retinal Blood Vessels
gene_symbol,Snap23
gene_accession_id,MGI:109356
analysis_id,4273n5ltw16xcr0
pvalue,0.4317136
