gene_symbol,Bcs1l
parameter_id,IMPC_DXA_009_001
gene_accession_id,MGI:1914071
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Fat/Body weight
analysis_id,6ytof9pi54169l7
pvalue,0.2254571
