parameter_name,Periphery average speed
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,32e96o93a61o804
parameter_id,ESLIM_007_001_009
pvalue,0.8655052
gene_symbol,Tiprl
gene_accession_id,MGI:1915087
