gene_symbol,Nanp
pvalue,0.9186157
parameter_name,Eye
parameter_id,IMPC_EYE_001_001
analysis_id,pwjl1lfi7x7h87u
gene_accession_id,MGI:1914561
mouse_strain,C57BL
mouse_life_stage,Early adult
