mouse_life_stage,Early adult
parameter_id,MGP_CSD_025_001
analysis_id,i27385q19e1g4h9
pvalue,0.8853827
gene_symbol,Il1r1
parameter_name,Ventral coat/hair presence
gene_accession_id,MGI:96545
mouse_strain,C57BL
