parameter_name,Vitreous
gene_symbol,Rab13
parameter_id,UCDLA_EYE_083_001
gene_accession_id,MGI:1927232
mouse_strain,C57BL
analysis_id,mevr1n394c8al24
mouse_life_stage,Early adult
pvalue,0.382845
