gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
pvalue,0.2543535
mouse_life_stage,E12.5
parameter_name,Liver weight
mouse_strain,C57BL
parameter_id,UCD_OWT_008_001
analysis_id,57y9ip6a177zs33
