gene_symbol,Secisbp2l
parameter_id,MGP_IMM_027_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1917604
analysis_id,6jw7d7a0l806kps
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
pvalue,0.2270775
