mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
mouse_strain,C57BL
parameter_id,MGP_BMI_019_001
gene_symbol,Mapkap1
pvalue,0.1786424
parameter_name,T cells - % of CD45+
analysis_id,y9y4422kb8piv3w
