parameter_id,HMGULA_CBC_015_001
gene_symbol,Npbwr1
analysis_id,lv57of0444wm1x8
mouse_life_stage,Early adult
gene_accession_id,MGI:891989
parameter_name,Total cholesterol
mouse_strain,C57BL
pvalue,0.9278782
