gene_symbol,Nucks1
parameter_id,JAXLA_CSD_041_002
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,Hindpaw - size
gene_accession_id,MGI:1934811
pvalue,0.947138
analysis_id,j7id0au7gw44z03
