parameter_id,JAXLA_CSD_021_001
analysis_id,8d06b0848r2f34p
gene_symbol,Slc28a2
mouse_life_stage,Early adult
pvalue,0.839038
parameter_name,Hindlimbs - shape
mouse_strain,C57BL
gene_accession_id,MGI:1913105
