parameter_id,HMGULA_CBC_009_001
parameter_name,Calcium
analysis_id,5v15usz95ozy4s8
mouse_strain,C57BL
pvalue,0.4163904
gene_accession_id,MGI:109384
gene_symbol,Atf3
mouse_life_stage,Early adult
