parameter_id,IMPC_CSD_008_001
pvalue,0.3462631
parameter_name,Coat - color pattern - back
gene_accession_id,MGI:1914071
mouse_life_stage,E12.5
analysis_id,71clvfe9gy9b9n9
gene_symbol,Bcs1l
mouse_strain,C57BL
