parameter_id,IMPC_CBC_025_001
gene_symbol,Arpc2
gene_accession_id,MGI:1923959
pvalue,0.07005327
parameter_name,LDL-cholesterol
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,qpr76389n9w74x0
