gene_symbol,Snap23
mouse_life_stage,Late adult
parameter_id,IMPC_XRY_065_001
pvalue,0.9456716
mouse_strain,C57BL
analysis_id,x219430k35v0zoh
parameter_name,Lumbar processes
gene_accession_id,MGI:109356
