gene_symbol,Lpgat1
pvalue,0.2475573
mouse_life_stage,E18.5
mouse_strain,C57BL
gene_accession_id,MGI:2446186
analysis_id,5z0emn733n984d2
parameter_name,Periphery resting time
parameter_id,HRWLLA_OFD_011_001
