gene_symbol,Nr0b2
parameter_name,Weight
gene_accession_id,MGI:1346344
parameter_id,M-G-P_005_001_001
analysis_id,q840t2wzvq02o69
pvalue,0.4929644
mouse_life_stage,Early adult
mouse_strain,B6J
