mouse_strain,129SV
parameter_id,IMPC_ECH_001_001
gene_symbol,Mms22l
parameter_name,End-Systolic Diameter
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
pvalue,0.2967642
analysis_id,8t342r121628d0n
