gene_symbol,Zfp683
analysis_id,9fv07zvs266z229
mouse_strain,C57BL
gene_accession_id,MGI:3650254
parameter_id,JAXLA_CSD_077_001
parameter_name,Contact righting
mouse_life_stage,Early adult
pvalue,0.07769434
