parameter_name,Phosphorus
gene_accession_id,MGI:1921442
analysis_id,1cij8w92cywpflu
pvalue,0.2078059
gene_symbol,Arpc5l
parameter_id,IMPC_CBC_010_001
mouse_life_stage,Early adult
mouse_strain,C57BL
