parameter_id,MGP_PBI_003_001
mouse_life_stage,Early adult
gene_symbol,Zcchc2
gene_accession_id,MGI:2444114
mouse_strain,C57BL
parameter_name,CD4+ alpha beta T cell percentage
analysis_id,746i5h3ns2g6rph
pvalue,0.9204276
