gene_symbol,Dnajc8
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1915848
parameter_id,IMPC_XRY_021_001
analysis_id,j19o954r3ue4l4e
pvalue,0.1084116
parameter_name,Humerus
