parameter_id,ESLIM_016_001_002
parameter_name,Red blood cell count
gene_accession_id,MGI:1913405
gene_symbol,Ufc1
mouse_life_stage,Early adult
analysis_id,87vh68456jou0m0
mouse_strain,C57BL
pvalue,0.4273336
