parameter_id,HMGULA_CBC_015_001
mouse_strain,C57BL
pvalue,0.3111233
gene_symbol,Pglyrp3
mouse_life_stage,Early adult
gene_accession_id,MGI:2685266
analysis_id,8pcx8rmsuu25284
parameter_name,Total cholesterol
