gene_symbol,Bmi1
analysis_id,4s5wy7e3885j0a7
parameter_name,IgD+ mature B cell percentage
pvalue,0.2774034
parameter_id,MGP_PBI_015_001
mouse_strain,C57BL
gene_accession_id,MGI:88174
mouse_life_stage,E15.5
