gene_symbol,Sla2
mouse_strain,C57BL
pvalue,0.6423383
parameter_id,JAXLA_CSD_041_002
parameter_name,Hindpaw - size
gene_accession_id,MGI:1925049
analysis_id,57g4cm1mx934111
mouse_life_stage,Early adult
