gene_symbol,Bcs1l
parameter_id,IMPC_ACS_034_001
gene_accession_id,MGI:1914071
parameter_name,% Pre-pulse inhibition - PPI2
mouse_strain,C57BL
analysis_id,099jm08oz64cr36
mouse_life_stage,E12.5
pvalue,0.6519369
