gene_symbol,Bmi1
mouse_strain,C57BL
parameter_name,Snout morphology
pvalue,0.4524985
parameter_id,MGP_CSD_066_001
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
analysis_id,2h765u4lc83b385
