gene_accession_id,MGI:1914561
gene_symbol,Nanp
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_GEP_076_001
pvalue,0.2474937
parameter_name,Cleft palate
analysis_id,5m7fz296s5x233k
