gene_accession_id,MGI:1344367
gene_symbol,Grem2
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,IMPC_XRY_001_001
pvalue,0.5956771
parameter_name,Skull shape
analysis_id,2zhf2705nf30783
