gene_symbol,Tnfsf8
parameter_name,Hindlimbs - shape
parameter_id,JAXLA_CSD_021_001
analysis_id,3ys9w5nn75ne133
mouse_life_stage,Early adult
gene_accession_id,MGI:88328
mouse_strain,C57BL
pvalue,0.4705003
