gene_symbol,Ubxn4
mouse_life_stage,Late adult
gene_accession_id,MGI:1915062
parameter_name,Resting CD4- NKT cells - % of CD4- NKT cells
parameter_id,MGP_IMM_027_001
mouse_strain,C57BL
pvalue,0.1474498
analysis_id,zn6x8ojq1z7ysav
