gene_symbol,Rab13
mouse_life_stage,Early adult
analysis_id,vosc7j1a4400a05
mouse_strain,C57BL
parameter_id,ESLIM_001_001_117
parameter_name,eye size
pvalue,0.8084758
gene_accession_id,MGI:1927232
