gene_symbol,Ivd
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_008_001_001
parameter_name,Body position
analysis_id,3o10lti54b97sql
gene_accession_id,MGI:1929242
pvalue,0.6834227
