mouse_life_stage,E9.5
analysis_id,1364di130t01712
gene_symbol,Orc2
mouse_strain,C57BL
gene_accession_id,MGI:1328306
parameter_id,JAX_OFD_020_001
pvalue,0.3676572
parameter_name,Distance travelled - total
