parameter_id,MGP_PBI_014_001
parameter_name,B cell percentage
mouse_strain,C57BL
gene_symbol,Zmynd19
pvalue,0.2204576
analysis_id,50zof6x1d1ndi13
gene_accession_id,MGI:1914437
mouse_life_stage,Early adult
