gene_symbol,Snap23
parameter_name,Coat - color pattern - back
pvalue,0.2948615
mouse_life_stage,Early adult
parameter_id,HRWLLA_CSD_008_001
gene_accession_id,MGI:109356
analysis_id,71717057o0rj1y8
mouse_strain,C57BL
