mouse_strain,C57BL
gene_symbol,Bmi1
parameter_name,Clavicle
pvalue,0.8182361
mouse_life_stage,Early adult
gene_accession_id,MGI:88174
parameter_id,IMPC_XRY_007_001
analysis_id,i48n0b11w9mdd76
