gene_symbol,Sfpq
gene_accession_id,MGI:1918764
pvalue,0.5634802
parameter_id,IMPC_CBC_015_001
analysis_id,258asxopu3m3u37
parameter_name,Total cholesterol
mouse_life_stage,Early adult
mouse_strain,C57BL
