parameter_name,Startle response
mouse_strain,C57BL
gene_symbol,Dhdds
analysis_id,m74udm57u22vpk8
parameter_id,IMPC_CSD_036_001
gene_accession_id,MGI:1914672
pvalue,0.5561664
mouse_life_stage,Early adult
