gene_symbol,Ddx27
parameter_id,IMPC_ECG_028_001
pvalue,0.874233
analysis_id,11az5341bi898hk
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,QT
gene_accession_id,MGI:2385884
