parameter_id,JAXLA_CSD_077_001
parameter_name,Contact righting
gene_symbol,Bpifa3
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
analysis_id,78b59s97r7ap120
pvalue,0.3833295
mouse_strain,C57BL
