gene_symbol,Hpca
gene_accession_id,MGI:1336200
pvalue,0.1078116
mouse_life_stage,Late adult
parameter_id,UCD_OWT_008_001
mouse_strain,C57BL
parameter_name,Liver weight
analysis_id,p17kmec45el6938
