mouse_life_stage,Early adult
parameter_name,Total NK cells - % of CD45+
parameter_id,MGP_IMM_033_001
analysis_id,r43ylcebfp21119
mouse_strain,C57BL
pvalue,0.3392632
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
