parameter_id,IMPC_GEP_017_001
mouse_strain,129SV
analysis_id,lw2ip7t2h8y8303
mouse_life_stage,Early adult
gene_accession_id,MGI:1921802
parameter_name,Facial Morphology
gene_symbol,Nipal3
pvalue,0.4921621
