gene_symbol,Hnf4a
pvalue,0.5648305
parameter_id,ESLIM_011_001_702
analysis_id,1r8cy9cmm916478
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Prepulse inhibition - PP2
gene_accession_id,MGI:109128
